,year_make,model_trim,price,state,miles,source
1976, 2016 Dodge Journey, FWD 4dr SXT ,13439,TX,98000.0,autonation
1977, 2017 Dodge Durango, SXT RWD ,23831,TX,83000.0,autonation
1978, 2019 Dodge Durango, SXT RWD ,30526,TX,28000.0,autonation
1979, 2015 Dodge Journey, FWD 4dr American Value Pkg ,13910,TX,58000.0,autonation
1980, 2020 Dodge Journey, SE Value FWD ,22952,TX,14000.0,autonation
1981, 2013 Dodge Durango, AWD 4dr Citadel ,18912,TX,100000.0,autonation
1982, 2018 Dodge Durango, GT AWD ,36999,CO,26000.0,autonation
1983, 2016 Dodge Durango, AWD 4dr R/T ,34999,CO,60000.0,autonation
1984, 2016 Dodge Journey, AWD 4dr SE ,15999,CO,92000.0,autonation
1985, 2017 Dodge Journey, SXT AWD ,17999,CO,78000.0,autonation
1986, 2015 Dodge Journey, FWD 4dr American Value Pkg ,9064,CO,157000.0,autonation
1987, 2019 Dodge Durango, GT Plus AWD ,34702,CO,49000.0,autonation
1988, 2019 Dodge Durango, R/T AWD ,44399,CO,25000.0,autonation
1989, 2014 Dodge Journey, AWD 4dr SXT ,9699,CO,142000.0,autonation
1990, 2009 Dodge Journey, AWD 4dr SXT ,6998,CO,138000.0,autonation
1991, 2018 Dodge Durango, SXT AWD ,28998,CO,59000.0,autonation
1992, 2015 Dodge Journey, FWD 4dr American Value Pkg ,12498,CO,71000.0,autonation
1993, 2019 Dodge Journey, SE Value Pkg FWD ,22498,CO,23000.0,autonation
1994, 2017 Dodge Durango, GT AWD ,31999,CO,60000.0,autonation
1995, 2018 Dodge Journey, SXT FWD ,20997,CO,35000.0,autonation
1996, 2015 Dodge Durango, AWD 4dr SXT ,22999,CO,77000.0,autonation
1997, 2019 Dodge Durango, GT Plus AWD ,33499,CO,52000.0,autonation
1998, 2018 Dodge Durango, GT AWD ,32490,CO,77000.0,autonation
1999, 2018 Dodge Journey, SXT FWD ,20457,AZ,23000.0,autonation
2000, 2017 Dodge Journey, SXT FWD ,16500,AZ,74000.0,autonation
2001, 2018 Dodge Durango, R/T AWD ,40598,AZ,61000.0,autonation
2002, 2013 Dodge Durango, 2WD 4dr Crew ,17612,AZ,83000.0,autonation
2003, 2016 Dodge Journey, FWD 4dr R/T ,17218,AZ,51000.0,autonation
2004, 2019 Dodge Durango, SXT RWD ,30412,AZ,27000.0,autonation
2005, 2015 Dodge Durango, 2WD 4dr Citadel ,26498,AZ,74000.0,autonation
2006, 2018 Dodge Journey, Crossroad FWD ,20998,AZ,67000.0,autonation
2007, 2019 Dodge Journey, SE Value Pkg FWD ,18591,AZ,48000.0,autonation
2008, 2017 Dodge Journey, Crossroad FWD ,13995,AZ,103000.0,autonation
2009, 2013 Dodge Journey, FWD 4dr SXT ,10795,AZ,92000.0,autonation
2010, 2019 Dodge Journey, SE FWD ,19685,AZ,43000.0,autonation
2011, 2019 Dodge Journey, SE FWD ,20972,AZ,45000.0,autonation
2012, 2015 Dodge Durango, 2WD 4dr SXT ,18792,AZ,111000.0,autonation
2013, 2015 Dodge Durango, AWD 4dr R/T ,28982,AZ,75000.0,autonation
2014, 2017 Dodge Journey, Crossroad Plus FWD ,17995,AZ,67000.0,autonation
2015, 2017 Dodge Durango, GT AWD ,26999,AZ,97000.0,autonation
2016, 2017 Dodge Journey, GT FWD ,18952,AZ,65000.0,autonation
2017, 2017 Dodge Durango, GT AWD ,32855,WA,49000.0,autonation
2018, 2017 Dodge Journey, SXT AWD ,17998,WA,69000.0,autonation
2019, 2017 Dodge Journey, Crossroad Plus AWD ,22670,WA,36000.0,autonation
2020, 2017 Dodge Durango, R/T AWD ,35646,WA,58000.0,autonation
2021, 2018 Dodge Journey, SE FWD ,19499,NV,39000.0,autonation
2022, 2019 Dodge Durango, R/T AWD ,40987,NV,40000.0,autonation
2023, 2018 Dodge Durango, SXT RWD ,29865,NV,48000.0,autonation
2024, 2021 Dodge Durango, GT AWD ,41998,NV,2000.0,autonation
2025, 2018 Dodge Journey, GT FWD ,19691,NV,67000.0,autonation
2026, 2018 Dodge Journey, Crossroad FWD ,21985,NV,43000.0,autonation
2027, 2014 Dodge Durango, AWD 4dr Citadel ,24295,NV,78000.0,autonation
2028, 2016 Dodge Durango, 2WD 4dr Limited ,23500,CA,94000.0,autonation
2029, 2013 Dodge Journey, FWD 4dr Crew ,11998,WA,72000.0,autonation
2030, 2016 Dodge Durango, AWD 4dr R/T ,31498,WA,74000.0,autonation
2031, 2015 Dodge Durango, AWD 4dr Limited ,21674,WA,102000.0,autonation
2032, 2018 Dodge Durango, GT RWD ,34597,CA,51000.0,autonation
2033, 2017 Dodge Durango, SXT RWD ,25980,CA,72000.0,autonation
2034, 2018 Dodge Durango, GT RWD ,29750,CA,69000.0,autonation
2035, 2015 Dodge Journey, FWD 4dr Crossroad ,15995,CA,64000.0,autonation
2036, 2018 Dodge Durango, SXT RWD ,28200,CA,45000.0,autonation
2037, 2018 Dodge Durango, R/T AWD ,43995,CA,44000.0,autonation
2038, 2018 Dodge Durango, R/T RWD ,39325,CA,57000.0,autonation
2039, 2019 Dodge Durango, SXT Plus RWD ,32499,CA,32000.0,autonation
2040, 2018 Dodge Durango, R/T RWD ,39499,CA,58000.0,autonation
2041, 2018 Dodge Durango, GT AWD ,30995,CA,62000.0,autonation
2042, 2007 Dodge Nitro, 4WD 4dr SXT ,5999,CA,139000.0,autonation
2043, 2011 Dodge Durango, 2WD 4dr Citadel ,14991,CA,121000.0,autonation
2044, 2013 Dodge Durango, 2WD 4dr SXT ,14500,CA,115000.0,autonation
2045, 2015 Dodge Durango, AWD 4dr SXT ,18315,CA,130000.0,autonation
2046, 2016 FIAT 500X, FWD 4dr Trekking ,13790,FL,53000.0,autonation
2047, 2016 FIAT 500X, FWD 4dr Trekking ,11990,FL,71000.0,autonation
2048, 2016 FIAT 500X, FWD 4dr Lounge ,14925,TX,48000.0,autonation
2049, 2017 FIAT 500X, Lounge FWD ,16395,CA,31000.0,autonation
2050, 2013 Ford Edge, 4dr SEL AWD ,10429,MD,136000.0,autonation
2051, 2018 Ford Explorer, XLT 4WD ,31498,MD,35000.0,autonation
2052, 2017 Ford Expedition, XLT 4x4 ,28995,MD,69000.0,autonation
2053, 2014 Ford Escape, FWD 4dr SE ,12500,MD,88000.0,autonation
2054, 2017 Ford Escape, Titanium FWD ,17995,MD,53000.0,autonation
2055, 2017 Ford Explorer, XLT 4WD ,25495,MD,69000.0,autonation
2056, 2018 Ford Expedition Max, Platinum 4x2 ,56995,MD,48000.0,autonation
2057, 2003 Ford Explorer Sport Trac," 4dr 126"" WB 4WD XLS Auto ",7288,VA,150000.0,autonation
2058, 2017 Ford Explorer, XLT 4WD ,28995,VA,42000.0,autonation
2059, 2013 Ford Edge, 4dr SEL AWD ,13250,VA,100000.0,autonation
2060, 2016 Ford Edge, 4dr SEL FWD ,18995,VA,60000.0,autonation
2061, 2018 Ford Explorer, XLT 4WD ,25990,VA,55000.0,autonation
2062, 2020 Ford Escape, SE AWD ,24990,VA,2000.0,autonation
2063, 2019 Ford Explorer, Limited 4WD ,33879,VA,43000.0,autonation
2064, 2018 Ford Expedition Max, Platinum 4x4 ,52432,VA,82000.0,autonation
2065, 2018 Ford Edge, SEL FWD ,19530,VA,66000.0,autonation
2066, 2021 Ford Mustang Mach-E, Select RWD ,42495,NY,4000.0,autonation
2067, 2019 Ford Expedition Max, Limited 4x4 ,55499,NY,48000.0,autonation
2068, 2019 Ford Edge, ST AWD ,35429,NY,39000.0,autonation
2069, 2013 Ford Escape, FWD 4dr SEL ,13591,OH,69000.0,autonation
2070, 2015 Ford Escape, 4WD 4dr SE ,15991,OH,65000.0,autonation
2071, 2018 Ford Flex, Limited FWD ,19495,OH,102000.0,autonation
2072, 2018 Ford Edge, SEL AWD ,16995,OH,98000.0,autonation
2073, 2018 Ford EcoSport, SE FWD ,18295,OH,22000.0,autonation
2074, 2019 Ford EcoSport, Titanium FWD ,17495,OH,43000.0,autonation
2075, 2019 Ford Explorer, XLT 4WD ,35591,OH,29000.0,autonation
2076, 2018 Ford Explorer, XLT 4WD ,24995,OH,92000.0,autonation
2077, 2018 Ford Explorer, XLT 4WD ,31991,OH,45000.0,autonation
2078, 2018 Ford Explorer, XLT 4WD ,32991,OH,17000.0,autonation
2079, 2018 Ford Explorer, XLT 4WD ,31952,OH,32000.0,autonation
2080, 2017 Ford Explorer, Limited 4WD ,26995,OH,73000.0,autonation
2081, 2019 Ford Escape, SE FWD ,23491,OH,14000.0,autonation
2082, 2018 Ford Escape, SE FWD ,20491,OH,25000.0,autonation
2083, 2018 Ford Escape, SE FWD ,19991,OH,44000.0,autonation
2084, 2016 Ford Escape, 4WD 4dr Titanium ,17995,OH,69000.0,autonation
2085, 2018 Ford Expedition, Platinum 4x4 ,59995,OH,34000.0,autonation
2086, 2020 Ford Explorer, XLT 4WD ,39495,OH,12000.0,autonation
2087, 2018 Ford Edge, SEL AWD ,28995,OH,21000.0,autonation
2088, 2019 Ford Explorer, XLT 4WD ,30495,OH,22000.0,autonation
2089, 2014 Ford Escape, FWD 4dr SE ,12451,OH,87000.0,autonation
2090, 2018 Ford Flex, Limited AWD ,25495,OH,69000.0,autonation
2091, 2008 Ford Expedition EL, 4WD 4dr Eddie Bauer ,6795,OH,229000.0,autonation
2092, 2018 Ford Explorer, XLT 4WD ,30495,OH,41000.0,autonation
2093, 2017 Ford Explorer, Base FWD ,23990,OH,46000.0,autonation
2094, 2014 Ford Explorer, FWD 4dr XLT ,13995,OH,125000.0,autonation
2095, 2014 Ford Explorer, FWD 4dr XLT ,10995,OH,159000.0,autonation
2096, 2014 Ford Explorer, FWD 4dr XLT ,10995,OH,164000.0,autonation
2097, 2017 Ford Explorer, XLT 4WD ,20995,OH,106000.0,autonation
2098, 2016 Ford Explorer, 4WD 4dr XLT ,19997,OH,90000.0,autonation
2099, 2018 Ford Explorer, XLT 4WD ,31987,OH,26000.0,autonation
2100, 2020 Ford Explorer, ST 4WD ,49997,OH,15000.0,autonation
2101, 2016 Ford Explorer, 4WD 4dr Platinum ,31495,OH,45000.0,autonation
2102, 2020 Ford Escape, SE Sport Hybrid FWD ,28995,OH,12000.0,autonation
2103, 2018 Ford Escape, SE FWD ,18995,OH,45000.0,autonation
2104, 2020 Ford Escape, Titanium AWD ,33997,OH,7000.0,autonation
2105, 2016 Ford Edge, 4dr SE FWD ,16995,OH,59000.0,autonation
2106, 2017 Ford Edge, SE AWD ,17987,OH,64000.0,autonation
2107, 2019 Ford Edge, SEL AWD ,28459,OH,21000.0,autonation
2108, 2019 Ford Edge, Titanium AWD ,32495,OH,21000.0,autonation
2109, 2020 Ford Edge, Titanium AWD ,36995,OH,9000.0,autonation
2110, 2008 Ford Edge, 4dr SEL AWD ,8498,OH,151000.0,autonation
2111, 2012 Ford Escape, FWD 4dr XLT ,8888,OH,96000.0,autonation
2112, 2014 Ford Edge, 4dr SEL FWD ,14888,OH,101000.0,autonation
2113, 2015 Ford Edge, 4dr SEL AWD ,15495,OH,106000.0,autonation
2114, 2020 Ford EcoSport, SE FWD ,18495,OH,19000.0,autonation
2115, 2020 Ford EcoSport, SE 4WD ,20995,OH,4000.0,autonation
2116, 2017 Ford Explorer, XLT FWD ,18495,OH,106000.0,autonation
2117, 2019 Ford Expedition, Limited 4x4 ,61995,OH,3000.0,autonation
2118, 2016 Ford Escape, FWD 4dr SE ,10995,OH,104000.0,autonation
2119, 2019 Ford Escape, SE FWD ,19995,OH,31000.0,autonation
2120, 2018 Ford Explorer, XLT FWD ,29995,OH,40000.0,autonation
2121, 2016 Ford Explorer, 4WD 4dr Base ,20995,OH,65000.0,autonation
2122, 2018 Ford Explorer, XLT 4WD ,29495,OH,34000.0,autonation
2123, 2017 Ford Explorer, XLT 4WD ,27995,OH,54000.0,autonation
2124, 2018 Ford Explorer, Platinum 4WD ,39429,OH,33000.0,autonation
2125, 2018 Ford Escape, SE FWD ,19995,OH,22000.0,autonation
2126, 2017 Ford Escape, Titanium FWD ,22998,OH,16000.0,autonation
2127, 2016 Ford Escape, 4WD 4dr Titanium ,17995,OH,74000.0,autonation
2128, 2018 Ford Escape, Titanium 4WD ,24998,OH,23000.0,autonation
2129, 2019 Ford Edge, SEL AWD ,28995,OH,24000.0,autonation
2130, 2019 Ford EcoSport, SE FWD ,18952,OH,20000.0,autonation
2131, 2010 Ford Escape, 4WD 4dr XLT ,7888,TN,112000.0,autonation
2132, 2013 Ford Explorer, FWD 4dr XLT ,12995,TN,155000.0,autonation
2133, 2018 Ford Escape, Titanium 4WD ,24595,TN,52000.0,autonation
2134, 2018 Ford Expedition Max, Limited 4x2 ,43497,GA,69000.0,autonation
2135, 2020 Ford Edge, ST Line FWD ,26790,GA,23000.0,autonation
2136, 2015 Ford Explorer, FWD 4dr XLT ,19950,GA,92000.0,autonation
2137, 2015 Ford Escape, 4WD 4dr Titanium ,16221,GA,100000.0,autonation
2138, 2017 Ford Edge, Titanium AWD ,22599,GA,66000.0,autonation
2139, 2018 Ford Escape, SE 4WD ,18978,GA,51000.0,autonation
2140, 2019 Ford Edge, Titanium FWD ,31497,GA,14000.0,autonation
2141, 2020 Ford Edge, SEL AWD ,33724,GA,6000.0,autonation
2142, 2016 Ford Edge, 4dr SEL AWD ,20995,IL,55000.0,autonation
2143, 2020 Ford Escape, SEL AWD ,28305,IL,6000.0,autonation
2144, 2018 Ford Explorer, XLT 4WD ,29995,IL,22000.0,autonation
2145, 2018 Ford Explorer, XLT 4WD ,31975,IL,57000.0,autonation
2146, 2015 Ford Escape, 4WD 4dr Titanium ,15816,IL,99000.0,autonation
2147, 2018 Ford Flex, Limited EcoBoost AWD ,32995,IL,55000.0,autonation
2148, 2017 Ford Escape, Titanium FWD ,20995,IL,24000.0,autonation
2149, 2013 Ford Edge, 4dr SEL FWD ,12740,IL,105000.0,autonation
2150, 2016 Ford Escape, FWD 4dr SE ,15965,IL,58000.0,autonation
2151, 2019 Ford Expedition, Limited 4x4 ,58580,IL,26000.0,autonation
2152, 2019 Ford Edge, SEL AWD ,33950,IL,19000.0,autonation
2153, 2014 Ford Flex, 4dr SE FWD ,13750,IL,92000.0,autonation
2154, 2018 Ford Edge, SEL AWD ,23390,IL,71000.0,autonation
2155, 2018 Ford Explorer, Base 4WD ,25995,IL,58000.0,autonation
2156, 2019 Ford Explorer, XLT 4WD ,30973,IL,75000.0,autonation
2157, 2018 Ford Escape, S FWD ,19987,IL,21000.0,autonation
2158, 2017 Ford Escape, Titanium FWD ,19936,IL,42000.0,autonation
2159, 2018 Ford Escape, SE 4WD ,19999,IL,36000.0,autonation
2160, 2018 Ford Flex, Limited AWD ,24000,IL,89000.0,autonation
2161, 2013 Ford Escape, 4WD 4dr SEL ,12497,GA,104000.0,autonation
2162, 2013 Ford Flex, 4dr SE FWD ,12697,GA,114000.0,autonation
2163, 2018 Ford Edge, Sport AWD ,36989,GA,18000.0,autonation
2164, 2018 Ford Explorer, XLT 4WD ,35989,GA,36000.0,autonation
2165, 2018 Ford Expedition Max, XLT 4x2 ,43030,GA,68000.0,autonation
2166, 2017 Ford Explorer, XLT 4WD ,30497,GA,51000.0,autonation
2167, 2020 Ford Escape, Titanium AWD ,32989,GA,14000.0,autonation
2168, 2019 Ford Escape, Titanium 4WD ,29599,GA,39000.0,autonation
2169, 2020 Ford Expedition Max, XLT 4x4 ,62497,GA,16000.0,autonation
2170, 2018 Ford Edge, Titanium AWD ,31497,GA,35000.0,autonation
2171, 2018 Ford Explorer, XLT FWD ,25989,GA,93000.0,autonation
2172, 2015 Ford Explorer, FWD 4dr Limited ,22690,GA,70000.0,autonation
2173, 2019 Ford Escape, SE FWD ,23958,GA,34000.0,autonation
2174, 2019 Ford Expedition Max, Limited 4x4 ,59989,GA,43000.0,autonation
2175, 2018 Ford Edge, Titanium FWD ,30497,GA,25000.0,autonation
2176, 2019 Ford EcoSport, S FWD ,18599,GA,48000.0,autonation
2177, 2018 Ford EcoSport, SES 4WD ,17699,GA,51000.0,autonation
2178, 2018 Ford EcoSport, SES 4WD ,21599,GA,10000.0,autonation
2179, 2007 Ford Escape, 2WD 4dr V6 Auto XLT ,7958,GA,161000.0,autonation
2180, 2014 Ford Escape, FWD 4dr Titanium ,13694,GA,119000.0,autonation
2181, 2018 Ford Explorer, Sport 4WD ,38999,GA,39000.0,autonation
2182, 2016 Ford Edge, 4dr SE FWD ,16699,GA,85000.0,autonation
2183, 2013 Ford Edge, 4dr Limited FWD ,13952,GA,104000.0,autonation
2184, 2017 Ford Explorer, XLT FWD ,28599,GA,30000.0,autonation
2185, 2016 Ford Edge, 4dr Titanium AWD ,17399,GA,103000.0,autonation
2186, 2016 Ford Explorer, 4WD 4dr Limited ,21989,GA,124000.0,autonation
2187, 2017 Ford Explorer, XLT 4WD ,24958,GA,101000.0,autonation
2188, 2017 Ford Escape, SE 4WD ,17300,GA,75000.0,autonation
2189, 2018 Ford Explorer, Sport 4WD ,42497,GA,19000.0,autonation
2190, 2018 Ford Explorer, XLT 4WD ,34999,GA,14000.0,autonation
2191, 2020 Ford Escape, Titanium AWD ,29699,GA,10000.0,autonation
2192, 2018 Ford Explorer, XLT 4WD ,33989,GA,31000.0,autonation
2193, 2019 Ford Edge, ST AWD ,39999,GA,19000.0,autonation
2194, 2017 Ford Explorer, XLT FWD ,24999,GA,68000.0,autonation
2195, 2019 Ford Escape, S FWD ,18999,GA,54000.0,autonation
2196, 2014 Ford Explorer, FWD 4dr XLT ,13999,GA,159000.0,autonation
2197, 2018 Ford Escape, S FWD ,20198,GA,36000.0,autonation
2198, 2015 Ford Escape, 4WD 4dr Titanium ,14694,GA,128000.0,autonation
2199, 2013 Ford Escape, FWD 4dr SEL ,11991,FL,96000.0,autonation
2200, 2014 Ford Escape, FWD 4dr Titanium ,9995,FL,115000.0,autonation
2201, 2015 Ford Escape, 4WD 4dr Titanium ,17490,FL,71000.0,autonation
2202, 2019 Ford Explorer, XLT FWD ,33995,FL,17000.0,autonation
2203, 2017 Ford Explorer, XLT 4WD ,29500,FL,47000.0,autonation
2204, 2018 Ford EcoSport, SE 4WD ,16551,FL,54000.0,autonation
2205, 2015 Ford Explorer, FWD 4dr XLT ,18991,FL,103000.0,autonation
2206, 2018 Ford Explorer, Base FWD ,24491,FL,71000.0,autonation
2207, 2016 Ford Explorer, FWD 4dr Limited ,23952,FL,83000.0,autonation
2208, 2018 Ford Explorer, Limited FWD ,28441,FL,92000.0,autonation
2209, 2018 Ford Expedition, XLT 4x2 ,44995,FL,34000.0,autonation
2210, 2017 Ford Expedition, XLT 4x4 ,28999,FL,121000.0,autonation
2211, 2014 Ford Escape, FWD 4dr SE ,11495,TN,120000.0,autonation
2212, 2016 Ford Escape, FWD 4dr SE ,16495,TN,56000.0,autonation
2213, 2019 Ford Flex, SEL FWD ,34450,TN,9000.0,autonation
2214, 2020 Ford Explorer, XLT 4WD ,36495,TN,7000.0,autonation
2215, 2018 Ford Explorer, XLT 4WD ,30995,TN,34000.0,autonation
2216, 2018 Ford Escape, S FWD ,17995,TN,42000.0,autonation
2217, 2018 Ford Escape, SE FWD ,19495,TN,47000.0,autonation
2218, 2020 Ford Expedition, XLT 4x2 ,50495,TN,8000.0,autonation
2219, 2018 Ford Explorer, Limited FWD ,33345,TN,55000.0,autonation
2220, 2018 Ford Escape, SE FWD ,20881,TN,48000.0,autonation
2221, 2019 Ford Escape, SE FWD ,23995,TN,26000.0,autonation
2222, 2018 Ford Expedition, Platinum 4x4 ,61900,TN,38000.0,autonation
2223, 2013 Ford Explorer, 4WD 4dr XLT ,12498,TN,165000.0,autonation
2224, 2018 Ford Explorer, XLT FWD ,31495,TN,34000.0,autonation
2225, 2015 Ford Escape, FWD 4dr SE ,13995,TN,90000.0,autonation
2226, 2019 Ford Escape, S FWD ,21995,TN,25000.0,autonation
2227, 2014 Ford Explorer, FWD 4dr Limited ,11495,TN,183000.0,autonation
2228, 2006 Ford Explorer," 4dr 114"" WB 4.0L XLT 4WD ",5888,TN,166000.0,autonation
2229, 2009 Ford Explorer, RWD 4dr V6 Eddie Bauer ,6888,TN,270000.0,autonation
2230, 2014 Ford Escape, FWD 4dr Titanium ,16495,TN,50000.0,autonation
2231, 2015 Ford Escape, FWD 4dr SE ,17851,TN,50000.0,autonation
2232, 2015 Ford Flex, 4dr SE FWD ,13974,TN,117000.0,autonation
2233, 2021 Ford Edge, ST-Line FWD ,32995,TN,8000.0,autonation
2234, 2016 Ford Explorer, FWD 4dr Base ,20459,TN,56000.0,autonation
2235, 2017 Ford Escape, S FWD ,16995,TN,38000.0,autonation
2236, 2019 Ford Expedition Max, Limited 4x2 ,53789,TN,54000.0,autonation
2237, 2016 Ford Edge, 4dr SEL FWD ,22997,FL,33000.0,autonation
2238, 2016 Ford Explorer, 4WD 4dr Platinum ,29490,FL,71000.0,autonation
2239, 2019 Ford Escape, SE FWD ,22995,FL,25000.0,autonation
2240, 2019 Ford Expedition, Platinum 4x2 ,62989,FL,36000.0,autonation
2241, 2019 Ford Expedition, Platinum 4x2 ,60995,FL,27000.0,autonation
2242, 2020 Ford Expedition, King Ranch 4x2 ,66450,FL,20000.0,autonation
2243, 2010 Ford Explorer, 4WD 4dr Limited ,10991,FL,96000.0,autonation
2244, 2015 Ford Escape, FWD 4dr S ,14991,FL,63000.0,autonation
2245, 2016 Ford Escape, FWD 4dr Titanium ,12991,FL,122000.0,autonation
2246, 2015 Ford Escape, 4WD 4dr SE ,12495,FL,103000.0,autonation
2247, 2018 Ford Edge, Sport AWD ,25300,FL,90000.0,autonation
2248, 2014 Ford Explorer, FWD 4dr Limited ,16370,FL,125000.0,autonation
2249, 2017 Ford Explorer, Limited FWD ,25495,FL,85000.0,autonation
2250, 2019 Ford Edge, Titanium AWD ,34995,FL,20000.0,autonation
2251, 2018 Ford Explorer, XLT FWD ,31490,FL,28000.0,autonation
2252, 2011 Ford Escape, FWD 4dr XLT ,9987,FL,112000.0,autonation
2253, 2018 Ford Edge, Titanium FWD ,28995,FL,61000.0,autonation
2254, 2017 Ford Expedition, XLT 4x2 ,27987,FL,98000.0,autonation
2255, 2019 Ford Edge, SEL FWD ,26490,FL,47000.0,autonation
2256, 2019 Ford Edge, SE AWD ,27490,FL,16000.0,autonation
2257, 2018 Ford Edge, SEL FWD ,27495,FL,26000.0,autonation
2258, 2019 Ford Edge, SEL FWD ,25697,FL,27000.0,autonation
2259, 2020 Ford Explorer, Limited RWD ,42990,FL,16000.0,autonation
2260, 2013 Ford Edge, 4dr SE FWD ,8997,FL,156000.0,autonation
2261, 2013 Ford Explorer, FWD 4dr XLT ,15490,FL,100000.0,autonation
2262, 2017 Ford Escape, SE FWD ,16995,FL,55000.0,autonation
2263, 2016 Ford Explorer, 4WD 4dr XLT ,16995,MN,165000.0,autonation
2264, 2018 Ford Explorer, XLT 4WD ,29995,MN,73000.0,autonation
2265, 2015 Ford Explorer, 4WD 4dr Sport ,25990,MN,75000.0,autonation
2266, 2018 Ford Explorer, Sport 4WD ,37490,MN,34000.0,autonation
2267, 2017 Ford Explorer, Limited 4WD ,26590,MN,80000.0,autonation
2268, 2019 Ford Explorer, Platinum 4WD ,44997,MN,21000.0,autonation
2269, 2015 Ford Explorer, 4WD 4dr XLT ,16995,MN,110000.0,autonation
2270, 2018 Ford Escape, SE 4WD ,19690,MN,53000.0,autonation
2271, 2020 Ford Explorer, XLT 4WD ,38790,MN,12000.0,autonation
2272, 2018 Ford Edge, SEL AWD ,28995,MN,23000.0,autonation
2273, 2018 Ford Edge, SEL AWD ,27590,MN,45000.0,autonation
2274, 2017 Ford Edge, SEL AWD ,22590,MN,44000.0,autonation
2275, 2017 Ford Edge, SEL AWD ,21995,MN,55000.0,autonation
2276, 2017 Ford Edge, SEL AWD ,21995,MN,71000.0,autonation
2277, 2018 Ford Explorer, XLT 4WD ,30992,MN,41000.0,autonation
2278, 2015 Ford Explorer, 4WD 4dr Sport ,25995,MN,70000.0,autonation
2279, 2016 Ford Explorer, 4WD 4dr Sport ,20995,MN,133000.0,autonation
2280, 2017 Ford Escape, SE FWD ,17491,MN,74000.0,autonation
2281, 2019 Ford Escape, SE FWD ,20595,MN,60000.0,autonation
2282, 2014 Ford Escape, FWD 4dr SE ,12992,MN,96000.0,autonation
2283, 2014 Ford Escape, FWD 4dr SE ,12795,MN,99000.0,autonation
2284, 2013 Ford Escape, FWD 4dr SEL ,9495,MN,158000.0,autonation
2285, 2015 Ford Escape, 4WD 4dr SE ,14991,MN,77000.0,autonation
2286, 2017 Ford Escape, SE 4WD ,21995,MN,16000.0,autonation
2287, 2017 Ford Escape, SE 4WD ,18979,MN,54000.0,autonation
2288, 2018 Ford Escape, SE 4WD ,20720,MN,49000.0,autonation
2289, 2017 Ford Escape, SE 4WD ,19995,MN,50000.0,autonation
2290, 2018 Ford Escape, SE 4WD ,19995,MN,65000.0,autonation
2291, 2016 Ford Escape, 4WD 4dr SE ,16320,MN,82000.0,autonation
2292, 2017 Ford Escape, Titanium 4WD ,21690,MN,51000.0,autonation
2293, 2020 Ford Explorer, XLT 4WD ,39495,MN,18000.0,autonation
2294, 2020 Ford Explorer, XLT 4WD ,39970,MN,5000.0,autonation
2295, 2020 Ford Explorer, XLT 4WD ,37992,MN,6000.0,autonation
2296, 2014 Ford Edge, 4dr SEL AWD ,13995,MN,125000.0,autonation
2297, 2017 Ford Edge, SEL AWD ,20720,MN,98000.0,autonation
2298, 2018 Ford Edge, SEL AWD ,27995,MN,32000.0,autonation
2299, 2018 Ford Edge, SEL AWD ,27890,MN,45000.0,autonation
2300, 2015 Ford Edge, 4dr SEL FWD ,16995,MN,96000.0,autonation
2301, 2016 Ford Edge, 4dr SEL AWD ,22650,MN,54000.0,autonation
2302, 2012 Ford Escape, 4WD 4dr Limited ,12995,MN,79000.0,autonation
2303, 2002 Ford Explorer," 4dr 114"" WB XLT ",3995,FL,247000.0,autonation
2304, 2017 Ford Explorer, XLT FWD ,25550,FL,66000.0,autonation
2305, 2018 Ford EcoSport, SE FWD ,15390,FL,37000.0,autonation
2306, 2014 Ford Flex, 4dr Limited FWD ,16991,FL,98000.0,autonation
2307, 2020 Ford Explorer, Limited RWD ,40310,FL,17000.0,autonation
2308, 2018 Ford Edge, Titanium FWD ,25320,FL,53000.0,autonation
2309, 2019 Ford Edge, ST AWD ,34995,FL,26000.0,autonation
2310, 2018 Ford Edge, Titanium FWD ,25421,FL,54000.0,autonation
2311, 2009 Ford Flex, 4dr SE FWD ,5995,FL,180000.0,autonation
2312, 2018 Ford Explorer, XLT 4WD ,26650,FL,75000.0,autonation
2313, 2015 Ford Explorer, FWD 4dr Base ,12470,AL,105000.0,autonation
2314, 2017 Ford Explorer, Base FWD ,23490,AL,56000.0,autonation
2315, 2017 Ford Explorer, XLT FWD ,26788,AL,75000.0,autonation
2316, 2017 Ford Explorer, Sport 4WD ,27490,AL,89000.0,autonation
2317, 2017 Ford Edge, Titanium FWD ,24495,AL,62000.0,autonation
2318, 2013 Ford Edge, 4dr Sport FWD ,12790,AL,156000.0,autonation
2319, 2014 Ford Explorer, FWD 4dr Base ,14900,AL,146000.0,autonation
2320, 2018 Ford Escape, S FWD ,17995,AL,47000.0,autonation
2321, 2012 Ford Explorer, FWD 4dr Base ,10998,FL,147000.0,autonation
2322, 2019 Ford Escape, SE 4WD ,19998,FL,27000.0,autonation
2323, 2018 Ford EcoSport, Titanium FWD ,15310,FL,50000.0,autonation
2324, 2017 Ford Expedition, XLT 4x2 ,29499,FL,64000.0,autonation
2325, 2017 Ford Expedition, Platinum 4x2 ,39952,FL,61000.0,autonation
2326, 2013 Ford Edge, 4dr SEL FWD ,10997,FL,133000.0,autonation
2327, 2017 Ford Flex, SEL FWD ,22457,FL,63000.0,autonation
