,year_make,model_trim,price,state,miles,source,type
273,2020 Audi,A4 Premium,34998,GA,8000.0,carmax,sedan
274,2019 Audi,A3 Premium,29998,GA,7000.0,carmax,sedan
275,2013 Audi,A6 Premium Plus,18998,IL,87000.0,carmax,sedan
276,2018 Audi,A4 Premium Plus,32998,IL,27000.0,carmax,sedan
277,2017 Audi,A6 Premium,29998,WI,41000.0,carmax,sedan
278,2018 Audi,A6 Premium Plus,36998,TN,21000.0,carmax,sedan
279,2015 Audi,A3 Premium Plus,20998,WI,65000.0,carmax,sedan
280,2016 Audi,S3 Prestige,30998,GA,41000.0,carmax,sedan
281,2018 Audi,S4 Premium Plus,40998,IL,31000.0,carmax,sedan
282,2016 Audi,A6 Premium,27998,IL,44000.0,carmax,sedan
283,2016 Audi,A6 Prestige,32998,GA,40000.0,carmax,sedan
284,2017 Audi,A8 L,40998,IL,50000.0,carmax,sedan
285,2017 Audi,S7 Premium Plus,51998,FL,40000.0,carmax,sedan
286,2016 Audi,A4 Premium,21998,FL,56000.0,carmax,sedan
287,2016 Audi,A4 Premium Plus,22998,AL,59000.0,carmax,sedan
288,2018 Audi,S3 Premium Plus,38998,FL,19000.0,carmax,sedan
289,2018 Audi,S6 Prestige,54998,FL,20000.0,carmax,sedan
290,2020 Audi,RS3 ,69998,FL,7000.0,carmax,sedan
291,2014 Audi,A4 Premium,18998,FL,71000.0,carmax,sedan
292,2016 Audi,A3 Premium Plus,19998,MN,74000.0,carmax,sedan
293,2017 Audi,A4 Prestige,28998,FL,38000.0,carmax,sedan
294,2015 Audi,A4 Premium Plus,22998,IA,48000.0,carmax,sedan
295,2017 Audi,A6 Premium Plus,27998,FL,52000.0,carmax,sedan
296,2019 Audi,RS3 ,59998,AL,23000.0,carmax,sedan
297,2018 Audi,A4 Premium,26998,AL,29000.0,carmax,sedan
298,2018 Audi,A4 Premium,27998,AL,22000.0,carmax,sedan
299,2018 Audi,A3 Premium,26998,AL,23000.0,carmax,sedan
300,2017 Audi,A6 Premium Plus,30998,FL,38000.0,carmax,sedan
301,2018 Audi,A4 Premium,29998,FL,22000.0,carmax,sedan
302,2018 Audi,A4 Premium Plus,28998,AL,28000.0,carmax,sedan
