,year_make,model_trim,price,state,miles,source,type
1604, 2019 Dodge Charger, SXT RWD ,28495,TN,34000.0,autonation,sedan
1605, 2015 Dodge Charger, 4dr Sdn SXT RWD ,21952,FL,51000.0,autonation,sedan
1606, 2017 Dodge Charger, SXT RWD ,21994,FL,84000.0,autonation,sedan
1607, 2017 Dodge Charger, SXT RWD ,22240,FL,81000.0,autonation,sedan
1608, 2019 Dodge Charger, GT RWD ,30490,FL,47000.0,autonation,sedan
1609, 2018 Dodge Charger, GT AWD ,29990,FL,31000.0,autonation,sedan
1610, 2015 Dodge Charger, 4dr Sdn RT RWD ,27495,FL,56000.0,autonation,sedan
1611, 2016 Dodge Charger, 4dr Sdn R/T Scat Pack RWD ,41661,FL,27000.0,autonation,sedan
1612, 2020 Dodge Charger, Scat Pack RWD ,40998,FL,24000.0,autonation,sedan
1613, 2012 Dodge Journey, AWD 4dr SXT ,8995,MN,126000.0,autonation,sedan
1614, 2018 Dodge Charger, GT AWD ,28995,FL,31000.0,autonation,sedan
1615, 2016 Dodge Charger, 4dr Sdn SXT RWD ,19995,FL,83000.0,autonation,sedan
1616, 2016 Dodge Charger, 4dr Sdn SRT Hellcat RWD ,50490,AL,83000.0,autonation,sedan
1617, 2013 Dodge Charger, 4dr Sdn SE RWD ,11995,AL,94000.0,autonation,sedan
1618, 2020 Dodge Charger, R/T RWD ,41895,AL,15000.0,autonation,sedan
1619, 2014 Dodge Dart, 4dr Sdn Aero ,7995,FL,89000.0,autonation,sedan
1620, 2015 Dodge Charger, 4dr Sdn RT RWD ,27495,FL,52000.0,autonation,sedan
1621, 2018 Dodge Charger, GT AWD ,28620,FL,43000.0,autonation,sedan
1622, 2019 Dodge Charger, SXT RWD ,26485,FL,30000.0,autonation,sedan
1623, 2019 Dodge Charger, R/T RWD ,35995,FL,16000.0,autonation,sedan
1624, 2020 Dodge Charger, Scat Pack RWD ,43999,FL,18000.0,autonation,sedan
1625, 2014 Dodge Charger, 4dr Sdn SE RWD ,12995,FL,113000.0,autonation,sedan
1626, 2018 Dodge Charger, SRT Hellcat RWD ,61795,FL,45000.0,autonation,sedan
1627, 2010 Dodge Charger, 4dr Sdn 3.5L RWD ,7595,FL,146000.0,autonation,sedan
1628, 2016 Dodge Charger, 4dr Sdn R/T Scat Pack RWD ,39952,FL,44000.0,autonation,sedan
1629, 2015 Dodge Charger, 4dr Sdn RT RWD ,25429,FL,64000.0,autonation,sedan
1630, 2019 Dodge Charger, SXT RWD ,28489,FL,23000.0,autonation,sedan
1631, 2018 Dodge Charger, SXT Plus RWD ,30489,FL,20000.0,autonation,sedan
1632, 2018 Dodge Charger, SXT RWD ,26500,FL,33000.0,autonation,sedan
1633, 2019 Dodge Charger, R/T RWD ,37590,FL,11000.0,autonation,sedan
1634, 2018 Dodge Charger, SXT Plus RWD ,27990,FL,17000.0,autonation,sedan
1635, 2019 Dodge Charger, GT RWD ,32995,FL,8000.0,autonation,sedan
1636, 2021 Dodge Charger, R/T RWD ,41990,FL,4000.0,autonation,sedan
1637, 2018 Dodge Charger, R/T Scat Pack RWD ,43480,FL,32000.0,autonation,sedan
1638, 2018 Dodge Charger, R/T RWD ,28952,FL,52000.0,autonation,sedan
1639, 2014 Dodge Charger, 4dr Sdn RT Max RWD ,17989,TX,108000.0,autonation,sedan
1640, 2018 Dodge Charger, R/T Scat Pack RWD ,43949,TX,24000.0,autonation,sedan
1641, 2019 Dodge Charger, SXT RWD ,28491,TX,9000.0,autonation,sedan
1642, 2017 Dodge Charger, SXT RWD ,19495,TX,108000.0,autonation,sedan
1643, 2012 Dodge Avenger, 4dr Sdn SE ,8335,TX,87000.0,autonation,sedan
1644, 2019 Dodge Charger, SXT RWD ,26495,TX,63000.0,autonation,sedan
1645, 2020 Dodge Charger, SXT RWD ,29842,TX,13000.0,autonation,sedan
1646, 2018 Dodge Charger, SXT RWD ,22929,TX,111000.0,autonation,sedan
1647, 2016 Dodge Dart, 4dr Sdn SE *Ltd Avail* ,13599,TX,37000.0,autonation,sedan
1648, 2020 Dodge Charger, Scat Pack RWD ,45409,TX,28000.0,autonation,sedan
1649, 2019 Dodge Charger, GT RWD ,30992,TX,46000.0,autonation,sedan
1650, 2015 Dodge Charger, 4dr Sdn SE RWD ,16911,TX,108000.0,autonation,sedan
1651, 2021 Dodge Charger, R/T RWD ,38991,TX,9000.0,autonation,sedan
1652, 2019 Dodge Charger, SXT RWD ,27949,TX,42000.0,autonation,sedan
1653, 2010 Dodge Avenger, 4dr Sdn SXT ,6949,TX,146000.0,autonation,sedan
1654, 2014 Dodge Charger, 4dr Sdn SXT RWD ,11898,TX,143000.0,autonation,sedan
1655, 2017 Dodge Charger, R/T RWD ,26529,TX,100000.0,autonation,sedan
1656, 2016 Dodge Charger, 4dr Sdn R/T RWD ,24495,TX,98000.0,autonation,sedan
1657, 2017 Dodge Charger, R/T Scat Pack RWD ,37491,TX,80000.0,autonation,sedan
1658, 2018 Dodge Charger, SXT RWD ,23391,TX,60000.0,autonation,sedan
1659, 2016 Dodge Charger, 4dr Sdn SE RWD ,18491,TX,76000.0,autonation,sedan
1660, 2019 Dodge Charger, SXT RWD ,27991,TX,26000.0,autonation,sedan
1661, 2020 Dodge Charger, SRT Hellcat RWD ,79991,TX,2000.0,autonation,sedan
1662, 2021 Dodge Charger, Scat Pack Widebody RWD ,59989,TX,2000.0,autonation,sedan
1663, 2018 Dodge Charger, R/T RWD ,28493,TX,66000.0,autonation,sedan
1664, 2017 Dodge Charger, SXT RWD ,23983,TX,49000.0,autonation,sedan
1665, 2017 Dodge Charger, SXT RWD ,23393,TX,66000.0,autonation,sedan
1666, 2016 Dodge Charger, 4dr Sdn SXT RWD ,19993,TX,91000.0,autonation,sedan
1667, 2019 Dodge Charger, Scat Pack RWD ,44989,TX,12000.0,autonation,sedan
1668, 2018 Dodge Charger, SXT RWD ,26498,TX,34000.0,autonation,sedan
1669, 2018 Dodge Charger, SXT RWD ,25988,TX,51000.0,autonation,sedan
1670, 2018 Dodge Charger, SXT RWD ,24880,TX,51000.0,autonation,sedan
1671, 2017 Dodge Charger, SXT RWD ,18483,TX,143000.0,autonation,sedan
1672, 2016 Dodge Dart, 4dr Sdn SXT *Ltd Avail* ,9498,TX,110000.0,autonation,sedan
1673, 2019 Dodge Charger, SXT RWD ,25491,TX,47000.0,autonation,sedan
1674, 2018 Dodge Charger, SXT RWD ,26497,TX,15000.0,autonation,sedan
1675, 2011 Dodge Charger, 4dr Sdn Rallye Plus RWD ,9650,TX,164000.0,autonation,sedan
1676, 2019 Dodge Charger, SXT RWD ,28509,TX,35000.0,autonation,sedan
1677, 2013 Dodge Charger, 4dr Sdn SE RWD ,11931,TX,127000.0,autonation,sedan
1678, 2016 Dodge Charger, 4dr Sdn SXT RWD ,19995,TX,92000.0,autonation,sedan
1679, 2016 Dodge Charger, 4dr Sdn SXT RWD ,21395,TX,78000.0,autonation,sedan
1680, 2009 Dodge Caliber, 4dr HB SXT ,5888,TX,139000.0,autonation,sedan
1681, 2018 Dodge Charger, SXT RWD ,25600,TX,68000.0,autonation,sedan
1682, 2018 Dodge Charger, SXT RWD ,26915,TX,42000.0,autonation,sedan
1683, 2017 Dodge Charger, SE RWD ,25450,TX,29000.0,autonation,sedan
1684, 2016 Dodge Charger, 4dr Sdn Road/Track RWD ,26614,TX,72000.0,autonation,sedan
1685, 2013 Dodge Dart, 4dr Sdn SXT ,7604,TX,131000.0,autonation,sedan
1686, 2014 Dodge Charger, 4dr Sdn SE RWD ,15888,TX,87000.0,autonation,sedan
1687, 2015 Dodge Charger, 4dr Sdn RT RWD ,26910,TX,41000.0,autonation,sedan
1688, 2019 Dodge Charger, Scat Pack RWD ,45990,CO,24000.0,autonation,sedan
1689, 2018 Dodge Charger, SXT Plus RWD ,23599,CO,88000.0,autonation,sedan
1690, 2011 Dodge Charger, 4dr Sdn Rallye RWD ,8998,CO,151000.0,autonation,sedan
1691, 2013 Dodge Dart, 4dr Sdn SXT ,8498,CO,101000.0,autonation,sedan
1692, 2013 Dodge Dart, 4dr Sdn Limited ,9998,CO,100000.0,autonation,sedan
1693, 2013 Dodge Dart, 4dr Sdn Limited ,9398,CO,113000.0,autonation,sedan
1694, 2014 Dodge Charger, 4dr Sdn SXT AWD ,18798,CO,92000.0,autonation,sedan
1695, 2014 Dodge Charger, 4dr Sdn RT AWD ,21698,CO,72000.0,autonation,sedan
1696, 2016 Dodge Dart, 4dr Sdn Aero *Ltd Avail* ,11909,CO,61000.0,autonation,sedan
1697, 2014 Dodge Avenger, 4dr Sdn SE ,6999,CO,100000.0,autonation,sedan
1698, 2015 Dodge Dart, 4dr Sdn SXT ,9999,CO,81000.0,autonation,sedan
1699, 2019 Dodge Charger, Scat Pack RWD ,44999,CO,31000.0,autonation,sedan
1700, 2018 Dodge Charger, R/T RWD ,32900,AZ,47000.0,autonation,sedan
1701, 2017 Dodge Charger, SXT RWD ,24598,AZ,26000.0,autonation,sedan
1702, 2014 Dodge Avenger, 4dr Sdn SE ,6588,AZ,74000.0,autonation,sedan
1703, 2012 Dodge Journey, AWD 4dr SXT ,6998,AZ,139000.0,autonation,sedan
1704, 2017 Dodge Charger, Daytona 392 RWD ,40398,AZ,55000.0,autonation,sedan
1705, 2015 Dodge Charger, 4dr Sdn SE RWD ,18952,AZ,71000.0,autonation,sedan
1706, 2014 Dodge Avenger, 4dr Sdn SE ,9994,AZ,96000.0,autonation,sedan
1707, 2014 Dodge Charger, 4dr Sdn SXT RWD ,18540,AZ,51000.0,autonation,sedan
1708, 2018 Dodge Charger, R/T RWD ,31998,AZ,40000.0,autonation,sedan
1709, 2015 Dodge Charger, 4dr Sdn RT Scat Pack RWD ,37438,AZ,50000.0,autonation,sedan
1710, 2017 Dodge Charger, R/T RWD ,29991,AZ,53000.0,autonation,sedan
1711, 2018 Dodge Charger, SXT Plus RWD ,24491,AZ,63000.0,autonation,sedan
1712, 2013 Dodge Journey, FWD 4dr SXT ,10795,AZ,92000.0,autonation,sedan
1713, 2018 Dodge Charger, SXT RWD ,26900,AZ,26000.0,autonation,sedan
1714, 2011 Dodge Charger, 4dr Sdn RT Max RWD ,11952,AZ,143000.0,autonation,sedan
1715, 2018 Dodge Charger, Daytona RWD ,39498,WA,30000.0,autonation,sedan
1716, 2018 Dodge Charger, SRT Hellcat RWD ,68992,WA,8000.0,autonation,sedan
1717, 2019 Dodge Charger, SXT RWD ,26889,NV,35000.0,autonation,sedan
1718, 2010 Dodge Charger, 4dr Sdn SXT RWD ,8994,NV,107000.0,autonation,sedan
1719, 2019 Dodge Charger, SXT RWD ,26695,NV,43000.0,autonation,sedan
1720, 2019 Dodge Charger, SXT RWD ,25985,NV,36000.0,autonation,sedan
1721, 2018 Dodge Charger, SXT Plus RWD ,27595,NV,41000.0,autonation,sedan
1722, 2016 Dodge Charger, 4dr Sdn SXT RWD ,23689,NV,32000.0,autonation,sedan
1723, 2019 Dodge Charger, SXT RWD ,25598,NV,38000.0,autonation,sedan
1724, 2013 Dodge Charger, 4dr Sdn RT Max RWD ,13992,NV,154000.0,autonation,sedan
1725, 2015 Dodge Charger, 4dr Sdn RT RWD ,26499,NV,76000.0,autonation,sedan
1726, 2015 Dodge Charger, 4dr Sdn SE RWD ,17581,NV,105000.0,autonation,sedan
1727, 2015 Dodge Charger, 4dr Sdn SE RWD ,19995,NV,67000.0,autonation,sedan
1728, 2020 Dodge Charger, Scat Pack RWD ,47650,NV,21000.0,autonation,sedan
1729, 2015 Dodge Charger, 4dr Sdn SXT RWD ,18492,NV,94000.0,autonation,sedan
1730, 2017 Dodge Charger, SE RWD ,24998,NV,35000.0,autonation,sedan
1731, 2019 Dodge Charger, Scat Pack RWD ,45499,NV,22000.0,autonation,sedan
1732, 2019 Dodge Charger, SXT RWD ,25251,NV,40000.0,autonation,sedan
1733, 2019 Dodge Charger, SXT RWD ,25490,NV,44000.0,autonation,sedan
1734, 2015 Dodge Charger, 4dr Sdn RT Scat Pack RWD ,36990,NV,58000.0,autonation,sedan
1735, 2015 Dodge Dart, 4dr Sdn SE ,11999,CA,66000.0,autonation,sedan
1736, 2018 Dodge Charger, SRT Hellcat RWD ,61999,CA,47000.0,autonation,sedan
1737, 2013 Dodge Journey, FWD 4dr Crew ,11998,WA,72000.0,autonation,sedan
1738, 2000 Dodge Neon, 4dr Sdn Highline ,2999,WA,137000.0,autonation,sedan
1739, 2020 Dodge Charger, Scat Pack Widebody RWD ,52995,WA,10000.0,autonation,sedan
1740, 2016 Dodge Charger, 4dr Sdn R/T RWD ,31395,CA,28000.0,autonation,sedan
1741, 2018 Dodge Charger, R/T RWD ,31987,CA,58000.0,autonation,sedan
1742, 2020 Dodge Charger, Scat Pack RWD ,50450,CA,8000.0,autonation,sedan
1743, 2018 Dodge Charger, SRT 392 RWD ,50999,CA,14000.0,autonation,sedan
1744, 2020 Dodge Charger, R/T RWD ,39951,CA,12000.0,autonation,sedan
1745, 2018 Dodge Charger, R/T Scat Pack RWD ,44591,CA,24000.0,autonation,sedan
1746, 2019 Dodge Charger, SXT RWD ,24980,CA,31000.0,autonation,sedan
1747, 2017 Dodge Charger, R/T Scat Pack RWD ,36952,CA,74000.0,autonation,sedan
1748, 2019 Dodge Charger, Scat Pack RWD ,49991,CA,1000.0,autonation,sedan
1749, 2019 Dodge Charger, SXT RWD ,26000,CA,41000.0,autonation,sedan
1750, 2018 Dodge Charger, R/T Scat Pack RWD ,42000,CA,48000.0,autonation,sedan
1751, 2018 Dodge Charger, SRT Hellcat RWD ,70400,CA,16000.0,autonation,sedan
1752, 2015 Dodge Charger, 4dr Sdn SXT RWD ,20600,CA,67000.0,autonation,sedan
1753, 2019 Dodge Charger, SRT Hellcat RWD ,71500,CA,18000.0,autonation,sedan
1754, 2015 Dodge Charger, 4dr Sdn RT RWD ,25495,CA,76000.0,autonation,sedan
1755, 2020 Dodge Charger, SXT RWD ,28498,CA,5000.0,autonation,sedan
1756, 2015 Dodge Charger, 4dr Sdn SXT RWD ,19459,CA,70000.0,autonation,sedan
1757, 2016 Dodge Charger, 4dr Sdn SE RWD ,17595,CA,105000.0,autonation,sedan
1758, 2017 Dodge Charger, R/T RWD ,34995,CA,21000.0,autonation,sedan
1759, 2020 Dodge Charger, R/T RWD ,41700,CA,11000.0,autonation,sedan
1760, 2019 Dodge Charger, Scat Pack RWD ,43991,CA,45000.0,autonation,sedan
1761, 2019 Dodge Charger, SRT Hellcat RWD ,67685,CA,13000.0,autonation,sedan
1762, 2021 Dodge Charger, R/T RWD ,41995,CA,9000.0,autonation,sedan
1763, 2017 Dodge Charger, SRT Hellcat RWD ,66995,CA,2000.0,autonation,sedan
1764, 2019 Dodge Charger, R/T RWD ,39599,CA,4000.0,autonation,sedan
1765, 2019 Dodge Charger, GT RWD ,32495,CA,22000.0,autonation,sedan
1766, 2016 Dodge Charger, 4dr Sdn R/T RWD ,29998,CA,48000.0,autonation,sedan
1767, 2015 Dodge Charger, 4dr Sdn RT RWD ,25598,CA,73000.0,autonation,sedan
1768, 2015 Dodge Dart, 4dr Sdn SE ,9799,CA,74000.0,autonation,sedan
1769, 2007 Dodge Charger, 4dr Sdn 5-Spd Auto SRT8 RWD ,14492,CA,123000.0,autonation,sedan
1770, 2019 Dodge Charger, SXT RWD ,24940,CA,40000.0,autonation,sedan
1771, 2019 Dodge Charger, SXT RWD ,26380,CA,36000.0,autonation,sedan
1772, 2019 Dodge Charger, R/T RWD ,37498,CA,24000.0,autonation,sedan
1773, 2016 Dodge Charger, 4dr Sdn SXT RWD ,22995,CA,49000.0,autonation,sedan
1774, 2015 Dodge Charger, 4dr Sdn RT RWD ,21991,CA,90000.0,autonation,sedan
1775, 2019 Dodge Charger, SXT RWD ,25955,CA,45000.0,autonation,sedan
1776, 2018 Dodge Charger, R/T Scat Pack RWD ,41921,CA,49000.0,autonation,sedan
1777, 2015 Dodge Charger, 4dr Sdn SE RWD ,17385,CA,99000.0,autonation,sedan
1778, 2017 Dodge Charger, R/T RWD ,29463,CA,47000.0,autonation,sedan
1779, 2014 FIAT 500L, 5dr HB Trekking ,6991,TX,117000.0,autonation,sedan
1780, 2014 FIAT 500L, 5dr HB Trekking ,8908,TX,74000.0,autonation,sedan
1781, 2014 FIAT 500L, 5dr HB Lounge ,6987,CA,124000.0,autonation,sedan
1782, 2013 Ford Edge, 4dr SEL AWD ,10429,MD,136000.0,autonation,sedan
1783, 2017 Ford Fusion, S FWD ,14995,MD,60000.0,autonation,sedan
1784, 2012 Ford Fusion, 4dr Sdn SEL FWD ,7595,MD,122000.0,autonation,sedan
1785, 2016 Ford Focus, 5dr HB RS ,37429,MD,25000.0,autonation,sedan
1786, 2012 Ford Fusion, 4dr Sdn SE FWD ,6500,VA,152000.0,autonation,sedan
1787, 2016 Ford Fusion, 4dr Sdn SE Hybrid FWD ,15698,VA,76000.0,autonation,sedan
1788, 2011 Ford Fusion, 4dr Sdn SE FWD ,7595,VA,112000.0,autonation,sedan
1789, 2013 Ford Edge, 4dr SEL AWD ,13250,VA,100000.0,autonation,sedan
1790, 2018 Ford Focus, Titanium Sedan ,16295,VA,40000.0,autonation,sedan
1791, 2016 Ford Fusion, 4dr Sdn SE FWD ,13495,VA,88000.0,autonation,sedan
1792, 2018 Ford Fusion, SE FWD ,15990,VA,106000.0,autonation,sedan
1793, 2013 Ford Fiesta, 4dr Sdn SE ,7900,VA,51000.0,autonation,sedan
1794, 2016 Ford Focus, 4dr Sdn SE ,10429,NY,75000.0,autonation,sedan
1795, 2017 Ford Fusion, Sport AWD ,24995,NY,31000.0,autonation,sedan
1796, 2010 Ford Focus, 4dr Sdn SE ,6491,OH,129000.0,autonation,sedan
1797, 2014 Ford Focus, 5dr HB SE ,9991,OH,59000.0,autonation,sedan
1798, 2016 Ford Taurus, 4dr Sdn SEL FWD ,15595,OH,52000.0,autonation,sedan
1799, 2018 Ford Focus, ST Hatch ,25991,OH,13000.0,autonation,sedan
1800, 2019 Ford Fusion Hybrid, SE FWD ,20991,OH,35000.0,autonation,sedan
1801, 2020 Ford Fusion Hybrid, SE FWD ,23995,OH,7000.0,autonation,sedan
1802, 2013 Ford Fusion, 4dr Sdn SE FWD ,8995,OH,109000.0,autonation,sedan
1803, 2013 Ford Taurus, 4dr Sdn Limited FWD ,12840,OH,79000.0,autonation,sedan
1804, 2014 Ford Fusion, 4dr Sdn SE FWD ,10448,OH,121000.0,autonation,sedan
1805, 2014 Ford Taurus, 4dr Sdn SEL AWD ,11995,OH,116000.0,autonation,sedan
1806, 2018 Ford Fusion, SE FWD ,14759,OH,95000.0,autonation,sedan
1807, 2019 Ford Fusion, SE FWD ,19995,OH,34000.0,autonation,sedan
1808, 2013 Ford Fusion, 4dr Sdn SE FWD ,8890,OH,129000.0,autonation,sedan
1809, 2007 Ford Focus, 4dr Sdn S ,4995,OH,89000.0,autonation,sedan
1810, 2016 Ford Fusion, 4dr Sdn S FWD ,14990,OH,49000.0,autonation,sedan
1811, 2014 Ford Focus, 5dr HB SE ,6995,OH,108000.0,autonation,sedan
1812, 2020 Ford Fusion, Titanium AWD ,23495,OH,50000.0,autonation,sedan
1813, 2017 Ford Fusion, Titanium FWD ,19995,OH,52000.0,autonation,sedan
1814, 2019 Ford Fusion Hybrid, SE FWD ,19995,OH,23000.0,autonation,sedan
1815, 2019 Ford Fusion Hybrid, SE FWD ,19997,OH,32000.0,autonation,sedan
1816, 2018 Ford Fusion Hybrid, Titanium FWD ,17995,OH,40000.0,autonation,sedan
1817, 2008 Ford Edge, 4dr SEL AWD ,8498,OH,151000.0,autonation,sedan
1818, 2012 Ford Fusion, 4dr Sdn SEL FWD ,5595,OH,178000.0,autonation,sedan
1819, 2018 Ford Focus, SE Sedan ,15290,OH,33000.0,autonation,sedan
1820, 2017 Ford Focus, Titanium Sedan ,16429,OH,31000.0,autonation,sedan
1821, 2018 Ford Focus, SE Hatch ,15990,OH,27000.0,autonation,sedan
1822, 2020 Ford Fusion, S FWD ,19495,OH,19000.0,autonation,sedan
1823, 2018 Ford Fusion Hybrid, Titanium FWD ,19751,TN,71000.0,autonation,sedan
1824, 2010 Ford Fusion, 4dr Sdn Hybrid FWD ,7987,TN,91000.0,autonation,sedan
1825, 2015 Ford Fusion, 4dr Sdn SE FWD ,10888,TN,146000.0,autonation,sedan
1826, 2017 Ford Focus, SE Sedan ,11995,TN,82000.0,autonation,sedan
1827, 2017 Ford Focus, Titanium Sedan ,15429,TN,56000.0,autonation,sedan
1828, 2019 Ford Fusion, SE FWD ,20999,GA,29000.0,autonation,sedan
1829, 2015 Ford Fusion, 4dr Sdn SE FWD ,11797,GA,150000.0,autonation,sedan
1830, 2017 Ford Fusion, SE FWD ,17992,GA,52000.0,autonation,sedan
1831, 2016 Ford Fusion, 4dr Sdn Titanium FWD ,17999,GA,65000.0,autonation,sedan
1832, 2018 Ford Fusion, SE FWD ,18390,IL,35000.0,autonation,sedan
1833, 2017 Ford Focus, RS Hatch ,43620,IL,8000.0,autonation,sedan
1834, 2013 Ford Edge, 4dr SEL FWD ,12740,IL,105000.0,autonation,sedan
1835, 2018 Ford Fusion Energi, SE FWD ,21795,IL,34000.0,autonation,sedan
1836, 2010 Ford Fusion, 4dr Sdn SE FWD ,7994,GA,119000.0,autonation,sedan
1837, 2013 Ford Flex, 4dr SE FWD ,12697,GA,114000.0,autonation,sedan
1838, 2013 Ford Fusion, 4dr Sdn Titanium FWD ,13899,GA,72000.0,autonation,sedan
1839, 2014 Ford Focus, 5dr HB SE ,8697,GA,104000.0,autonation,sedan
1840, 2014 Ford Focus, 4dr Sdn SE ,12552,GA,43000.0,autonation,sedan
1841, 2016 Ford Focus, 4dr Sdn SE ,9699,GA,67000.0,autonation,sedan
1842, 2017 Ford Fusion, SE FWD ,15699,GA,86000.0,autonation,sedan
1843, 2014 Ford Fusion, 4dr Sdn SE FWD ,11950,GA,181000.0,autonation,sedan
1844, 2019 Ford Fusion, S FWD ,20989,GA,6000.0,autonation,sedan
1845, 2017 Ford Focus, SE Sedan ,11797,GA,100000.0,autonation,sedan
1846, 2013 Ford Edge, 4dr Limited FWD ,13952,GA,104000.0,autonation,sedan
1847, 2014 Ford Focus, 4dr Sdn SE ,7587,GA,177000.0,autonation,sedan
1848, 2020 Ford Fusion, Titanium FWD ,22497,GA,37000.0,autonation,sedan
1849, 2016 Ford Focus, 4dr Sdn SE ,13449,GA,64000.0,autonation,sedan
1850, 2016 Ford Fusion, 4dr Sdn SE FWD ,12998,GA,107000.0,autonation,sedan
1851, 2016 Ford Fusion, 4dr Sdn SE FWD ,13599,GA,103000.0,autonation,sedan
1852, 2019 Ford Fusion, SE FWD ,21199,GA,38000.0,autonation,sedan
1853, 2014 Ford Focus, 4dr Sdn SE ,9350,GA,108000.0,autonation,sedan
1854, 2018 Ford Fusion Hybrid, SE FWD ,20989,GA,25000.0,autonation,sedan
1855, 2018 Ford Focus, SE Sedan ,14699,GA,55000.0,autonation,sedan
1856, 2016 Ford Focus, 4dr Sdn SE ,13999,GA,45000.0,autonation,sedan
1857, 2015 Ford Fusion, 4dr Sdn SE FWD ,11599,GA,125000.0,autonation,sedan
1858, 2016 Ford Fusion, 4dr Sdn SE FWD ,17991,FL,13000.0,autonation,sedan
1859, 2018 Ford Fusion, SE FWD ,19995,FL,37000.0,autonation,sedan
1860, 2017 Ford Fiesta, SE Hatch ,11957,FL,56000.0,autonation,sedan
1861, 2019 Ford Fiesta, SE Sedan ,18888,TN,24000.0,autonation,sedan
1862, 2011 Ford Fusion, 4dr Sdn SEL FWD ,8591,TN,99000.0,autonation,sedan
1863, 2017 Ford Taurus, SEL FWD ,15952,TN,103000.0,autonation,sedan
1864, 2020 Ford Fusion, Titanium AWD ,26995,TN,22000.0,autonation,sedan
1865, 2016 Ford Focus, 4dr Sdn SE ,10992,TN,90000.0,autonation,sedan
1866, 2014 Ford Fusion, 4dr Sdn SE FWD ,12990,FL,73000.0,autonation,sedan
1867, 2020 Ford Fusion, SEL FWD ,20950,FL,33000.0,autonation,sedan
1868, 2016 Ford Fiesta, 5dr HB ST ,16977,FL,67000.0,autonation,sedan
1869, 2018 Ford Focus, Titanium Hatch ,17991,FL,43000.0,autonation,sedan
1870, 2018 Ford Focus, SE Hatch ,12690,FL,59000.0,autonation,sedan
1871, 2011 Ford Fusion, 4dr Sdn SE FWD ,7485,FL,114000.0,autonation,sedan
1872, 2014 Ford Focus, 4dr Sdn SE ,7900,FL,96000.0,autonation,sedan
1873, 2018 Ford Fusion, SE FWD ,18995,FL,37000.0,autonation,sedan
1874, 2013 Ford Focus, 5dr HB Titanium ,9987,FL,93000.0,autonation,sedan
1875, 2014 Ford Taurus, 4dr Sdn SE FWD ,10995,FL,111000.0,autonation,sedan
1876, 2017 Ford Fusion, S FWD ,14995,FL,99000.0,autonation,sedan
1877, 2016 Ford Fusion, 4dr Sdn SE FWD ,15787,FL,66000.0,autonation,sedan
1878, 2017 Ford Fusion, SE FWD ,18999,FL,28000.0,autonation,sedan
1879, 2019 Ford Fiesta, SE Hatch ,15490,FL,44000.0,autonation,sedan
1880, 2016 Ford Taurus, 4dr Sdn SEL AWD ,17495,FL,58000.0,autonation,sedan
1881, 2013 Ford Edge, 4dr SE FWD ,8997,FL,156000.0,autonation,sedan
1882, 2014 Ford Focus, 5dr HB SE ,8985,FL,89000.0,autonation,sedan
1883, 2010 Ford Focus, 4dr Sdn SE ,6491,MN,65000.0,autonation,sedan
1884, 2017 Ford Fusion, Titanium FWD ,19995,MN,63000.0,autonation,sedan
1885, 2017 Ford Focus, RS Hatch ,35390,MN,36000.0,autonation,sedan
1886, 2016 Ford Focus, 4dr Sdn SE ,13995,MN,20000.0,autonation,sedan
1887, 2012 Ford Focus, 4dr Sdn SE ,4692,MN,159000.0,autonation,sedan
1888, 2016 Ford Fusion, 4dr Sdn SE FWD ,12995,MN,112000.0,autonation,sedan
1889, 2016 Ford Fusion, 4dr Sdn SE AWD ,16795,MN,72000.0,autonation,sedan
1890, 2016 Ford Fusion, 4dr Sdn SE FWD ,15995,FL,39000.0,autonation,sedan
1891, 2015 Ford Fusion, 4dr Sdn Titanium Hybrid FWD ,13310,FL,85000.0,autonation,sedan
1892, 2015 Ford Fusion, 4dr Sdn SE FWD ,15751,FL,54000.0,autonation,sedan
1893, 2017 Ford Fusion, SE FWD ,13995,FL,113000.0,autonation,sedan
1894, 2015 Ford Fusion, 4dr Sdn S FWD ,9895,FL,135000.0,autonation,sedan
1895, 2019 Ford Fusion, SEL FWD ,20992,FL,43000.0,autonation,sedan
1896, 2009 Ford Flex, 4dr SE FWD ,5995,FL,180000.0,autonation,sedan
1897, 2013 Ford Focus, 5dr HB SE ,11881,FL,26000.0,autonation,sedan
1898, 2015 Ford Taurus, 4dr Sdn SHO AWD ,19590,AL,87000.0,autonation,sedan
1899, 2018 Ford Fusion, Titanium AWD ,21995,AL,40000.0,autonation,sedan
1900, 2013 Ford Focus, 4dr Sdn SE ,6995,AL,179000.0,autonation,sedan
1901, 2017 Ford Fusion, Titanium FWD ,19591,AL,60000.0,autonation,sedan
1902, 2013 Ford Edge, 4dr Sport FWD ,12790,AL,156000.0,autonation,sedan
1903, 2014 Ford Taurus, 4dr Sdn SHO AWD ,13995,AL,109000.0,autonation,sedan
1904, 2012 Ford Fiesta, 4dr Sdn S ,5974,FL,88000.0,autonation,sedan
1905, 2014 Ford Fusion, 4dr Sdn SE FWD ,12995,FL,70000.0,autonation,sedan
1906, 2013 Ford Edge, 4dr SEL FWD ,10997,FL,133000.0,autonation,sedan
1907, 2017 Ford Fusion, Hybrid SE FWD ,12995,FL,129000.0,autonation,sedan
1908, 2011 Ford Edge, 4dr Limited FWD ,12500,FL,83000.0,autonation,sedan
